ResolvedPersonID,n_cases,n_districts,cross_jurisdiction,n_co_accused_links,community_id,dominant_crime_subhead_id
31982,1,1,False,2,14,20
31985,1,1,False,3,31,6
31987,1,1,False,3,31,6
31990,1,1,False,2,105,4
31992,1,1,False,2,105,4
31993,1,1,False,0,-1,12
31997,1,1,False,1,54,14
31999,1,1,False,1,35,12
32003,1,1,False,3,114,6
32004,1,1,False,1,1444,18
32005,1,1,False,1,1444,18
32008,1,1,False,0,-1,14
32010,1,1,False,3,31,13
32012,1,1,False,3,31,13
32013,1,1,False,0,-1,14
32014,1,1,False,0,-1,14
32018,1,1,False,0,-1,13
32019,1,1,False,0,-1,12
32021,1,1,False,3,14,20
32026,1,1,False,1,86,12
32028,1,1,False,1,58,14
32031,1,1,False,2,221,4
32035,1,1,False,0,-1,14
32036,1,1,False,0,-1,4
32043,1,1,False,3,27,14
32044,1,1,False,3,27,14
32046,1,1,False,1,1445,24
32047,1,1,False,1,1445,24
32049,1,1,False,2,52,25
32050,1,1,False,2,52,25
32052,1,1,False,2,142,26
32053,1,1,False,2,142,26
32061,1,1,False,0,-1,14
32063,1,1,False,1,1446,13
32064,1,1,False,1,1446,13
32066,1,1,False,3,166,18
32067,1,1,False,3,166,18
32069,1,1,False,2,6,12
32070,1,1,False,2,6,12
32076,1,1,False,0,-1,14
32083,1,1,False,0,-1,24
32089,1,1,False,3,16,14
32092,1,1,False,3,16,14
32094,1,1,False,1,68,8
32096,1,1,False,0,-1,5
32098,1,1,False,2,0,2
32102,1,1,False,1,1091,5
32103,1,1,False,3,1447,22
32105,1,1,False,3,1447,22
32106,1,1,False,3,1447,22
32108,1,1,False,1,58,13
32109,1,1,False,3,59,12
32117,1,1,False,0,-1,18
32118,1,1,False,2,2,13
32122,1,1,False,3,166,27
32125,1,1,False,3,56,21
32128,1,1,False,3,56,21
32130,1,1,False,2,56,5
32132,1,1,False,3,52,13
32134,1,1,False,3,52,13
32135,1,1,False,3,52,13
32137,1,1,False,1,1448,27
32138,1,1,False,1,1448,27
32139,1,1,False,0,-1,9
32141,1,1,False,0,-1,4
32144,1,1,False,0,-1,12
32146,1,1,False,0,-1,13
32148,1,1,False,1,1449,12
32149,1,1,False,0,-1,5
32150,1,1,False,1,114,12
32155,1,1,False,0,-1,12
32156,1,1,False,1,25,13
32159,1,1,False,2,27,5
32160,1,1,False,2,27,5
32162,1,1,False,0,-1,5
32163,1,1,False,0,-1,9
32165,1,1,False,0,-1,14
32171,1,1,False,3,135,5
32176,1,1,False,0,-1,18
32177,1,1,False,2,16,24
32179,1,1,False,2,16,24
32183,1,1,False,0,-1,4
32184,1,1,False,0,-1,13
32187,1,1,False,0,-1,22
32189,1,1,False,0,-1,8
32190,1,1,False,1,1450,5
32191,1,1,False,1,1450,5
32193,1,1,False,2,126,10
32194,1,1,False,2,126,10
32195,1,1,False,0,-1,12
32196,1,1,False,1,166,14
32199,1,1,False,1,1051,12
32200,1,1,False,0,-1,5
32201,1,1,False,1,16,13
32204,1,1,False,3,142,4
32207,1,1,False,3,142,4
32208,1,1,False,1,1451,12
32209,1,1,False,1,1451,12
32210,1,1,False,1,25,17
32212,1,1,False,1,166,12
32214,1,1,False,1,19,5
32216,1,1,False,1,1452,15
32217,1,1,False,1,1452,15
32224,1,1,False,0,-1,2
32225,1,1,False,0,-1,4
32227,1,1,False,0,-1,20
32229,1,1,False,1,1453,18
32230,1,1,False,1,56,13
32233,1,1,False,1,68,9
32237,1,1,False,3,86,6
32240,1,1,False,0,-1,18
32243,1,1,False,2,14,18
32246,1,1,False,2,1454,13
32247,1,1,False,2,1454,13
32248,1,1,False,2,1454,13
32249,1,1,False,2,126,12
32256,1,1,False,1,1455,5
32257,1,1,False,1,1455,5
32258,1,1,False,3,19,13
32260,1,1,False,3,19,13
32262,1,1,False,1,1456,15
32263,1,1,False,1,1456,15
32265,1,1,False,1,142,20
32269,1,1,False,0,-1,10
32271,1,1,False,1,3,14
32272,1,1,False,0,-1,5
32273,1,1,False,0,-1,18
32275,1,1,False,0,-1,14
32277,1,1,False,1,27,18
32278,1,1,False,1,139,28
32282,1,1,False,1,3,18
32284,1,1,False,0,-1,9
32285,1,1,False,0,-1,14
32286,1,1,False,0,-1,14
32287,1,1,False,0,-1,18
32290,1,1,False,1,7,14
32292,1,1,False,1,1457,12
32293,1,1,False,1,1457,12
32301,1,1,False,2,25,8
32302,1,1,False,2,25,8
32306,1,1,False,2,1458,8
32307,1,1,False,2,1458,8
32308,1,1,False,2,1458,8
32310,1,1,False,0,-1,14
32313,1,1,False,1,1459,4
32314,1,1,False,1,1459,4
32317,1,1,False,1,54,14
32318,1,1,False,2,126,14
32321,1,1,False,0,-1,12
32322,1,1,False,1,95,5
32324,1,1,False,1,14,13
32326,1,1,False,1,80,11
32332,1,1,False,1,7,11
32334,1,1,False,0,-1,15
32336,1,1,False,3,164,15
32337,1,1,False,3,164,15
32341,1,1,False,2,68,7
32345,1,1,False,1,1460,12
32346,1,1,False,1,1460,12
32347,1,1,False,1,80,18
32349,1,1,False,0,-1,15
32350,1,1,False,0,-1,13
32353,1,1,False,0,-1,7
32354,1,1,False,0,-1,28
32358,1,1,False,1,58,9
32361,1,1,False,0,-1,8
32363,1,1,False,0,-1,24
32364,1,1,False,0,-1,12
32367,1,1,False,2,25,12
32369,1,1,False,2,25,12
32376,1,1,False,1,44,13
32377,1,1,False,0,-1,13
32379,1,1,False,0,-1,15
32380,1,1,False,1,1461,23
32381,1,1,False,1,1461,23
32383,1,1,False,2,52,24
32387,1,1,False,2,1462,12
32389,1,1,False,2,1462,12
32390,1,1,False,1,23,1
32394,1,1,False,0,-1,22
32398,1,1,False,0,-1,12
32401,1,1,False,1,111,27
32405,1,1,False,3,14,1
32410,1,1,False,2,1463,18
32411,1,1,False,2,1463,18
32412,1,1,False,1,27,13
32419,1,1,False,1,1464,12
32420,1,1,False,1,1464,12
32421,1,1,False,0,-1,3
32430,1,1,False,2,35,18
32433,1,1,False,0,-1,12
32435,1,1,False,1,23,5
32438,1,1,False,0,-1,11
32442,1,1,False,3,23,24
32443,1,1,False,3,23,24
32444,1,1,False,3,23,24
32446,1,1,False,1,43,5
32447,1,1,False,0,-1,13
32449,1,1,False,1,30,7
32451,1,1,False,2,3,7
32452,1,1,False,2,3,7
32455,1,1,False,1,114,11
32457,1,1,False,0,-1,5
32458,1,1,False,1,30,13
32463,1,1,False,2,30,14
32464,1,1,False,2,30,14
32470,1,1,False,2,35,13
32472,1,1,False,0,-1,27
32481,1,1,False,2,6,15
32483,1,1,False,2,52,15
32484,1,1,False,2,52,15
32487,1,1,False,0,-1,20
32491,1,1,False,2,52,12
32494,1,1,False,3,1465,9
32495,1,1,False,3,1465,9
32496,1,1,False,3,1465,9
32497,1,1,False,3,1465,9
32501,1,1,False,1,126,9
32502,1,1,False,2,97,5
32506,1,1,False,1,142,12
32508,1,1,False,0,-1,13
32509,1,1,False,0,-1,9
32513,1,1,False,1,142,12
32515,1,1,False,0,-1,5
32517,1,1,False,0,-1,28
32518,1,1,False,0,-1,5
32519,1,1,False,0,-1,20
32520,1,1,False,0,-1,11
32528,1,1,False,3,126,12
32529,1,1,False,3,126,12
32530,1,1,False,0,-1,25
32531,1,1,False,1,1207,12
32536,1,1,False,3,44,5
32539,1,1,False,3,44,5
32544,1,1,False,3,1,9
32545,1,1,False,3,1,9
32546,1,1,False,3,1,9
32551,1,1,False,1,114,15
32553,1,1,False,1,1466,15
32554,1,1,False,1,1466,15
32555,1,1,False,0,-1,5
32556,1,1,False,0,-1,2
32557,1,1,False,3,142,6
32559,1,1,False,3,142,6
32561,1,1,False,3,14,11
32569,1,1,False,0,-1,18
32570,1,1,False,0,-1,13
32572,1,1,False,2,31,15
32575,1,1,False,1,0,15
32578,1,1,False,2,30,12
32579,1,1,False,2,30,12
32584,1,1,False,1,56,14
32586,1,1,False,3,30,14
32589,1,1,False,2,3,5
32592,1,1,False,1,179,20
32598,1,1,False,2,179,11
32601,1,1,False,2,20,13
32602,1,1,False,1,1467,18
32603,1,1,False,1,1467,18
32606,1,1,False,1,1468,27
32607,1,1,False,1,1468,27
32609,1,1,False,0,-1,8
32612,1,1,False,1,44,28
32622,1,1,False,2,40,25
32625,1,1,False,3,56,2
32627,1,1,False,0,-1,20
32633,1,1,False,0,-1,17
32636,1,1,False,2,294,27
32637,1,1,False,1,1469,15
32638,1,1,False,1,1469,15
32642,1,1,False,0,-1,6
32645,1,1,False,1,23,5
32648,1,1,False,0,-1,20
32650,1,1,False,2,2,18
32655,1,1,False,3,44,9
32656,1,1,False,3,44,9
32659,1,1,False,0,-1,12
32661,1,1,False,1,31,12
32666,1,1,False,3,52,15
32667,1,1,False,3,52,15
32669,1,1,False,1,22,14
32670,1,1,False,0,-1,14
32671,1,1,False,0,-1,21
32678,1,1,False,0,-1,12
32681,1,1,False,0,-1,6
32683,1,1,False,0,-1,8
32685,1,1,False,0,-1,7
32687,1,1,False,1,1470,20
32688,1,1,False,1,1470,20
32689,1,1,False,0,-1,9
32690,1,1,False,2,14,18
32691,1,1,False,2,14,18
32694,1,1,False,0,-1,5
32699,1,1,False,1,3,12
32702,1,1,False,1,111,13
32703,1,1,False,1,1471,25
32704,1,1,False,1,1471,25
32710,1,1,False,0,-1,12
32711,1,1,False,0,-1,4
32712,1,1,False,0,-1,4
32714,1,1,False,1,52,25
32716,1,1,False,1,126,6
32717,1,1,False,0,-1,20
32718,1,1,False,0,-1,15
32723,1,1,False,0,-1,14
32724,1,1,False,0,-1,24
32727,1,1,False,2,19,4
32732,1,1,False,1,23,9
32737,1,1,False,3,14,14
32738,1,1,False,3,14,14
32741,1,1,False,0,-1,20
32742,1,1,False,0,-1,7
32746,1,1,False,1,44,12
32750,1,1,False,0,-1,2
32751,1,1,False,2,937,1
32754,1,1,False,1,1472,8
32755,1,1,False,1,1472,8
32758,1,1,False,2,64,13
32759,1,1,False,2,64,13
32760,1,1,False,0,-1,9
32763,1,1,False,2,2,25
32764,1,1,False,3,1473,21
32766,1,1,False,3,1473,21
32767,1,1,False,3,1473,21
32768,1,1,False,1,1474,21
32769,1,1,False,1,1474,21
32770,1,1,False,1,1475,13
32771,1,1,False,1,1475,13
32775,1,1,False,0,-1,13
32776,1,1,False,0,-1,14
32779,1,1,False,1,52,4
32782,1,1,False,1,237,13
32783,1,1,False,2,179,24
32786,1,1,False,0,-1,12
32793,1,1,False,1,56,4
32796,1,1,False,0,-1,9
32799,1,1,False,1,805,20
32801,1,1,False,1,1476,5
32802,1,1,False,1,1476,5
32805,1,1,False,1,62,2
32807,1,1,False,0,-1,22
32812,1,1,False,3,44,7
32815,1,1,False,3,44,7
32817,1,1,False,1,1477,17
32822,1,1,False,0,-1,4
32823,1,1,False,0,-1,6
32824,1,1,False,1,1478,8
32825,1,1,False,1,1478,8
32832,1,1,False,2,1479,13
32833,1,1,False,2,1479,13
32834,1,1,False,2,1479,13
32835,1,1,False,0,-1,12
32836,1,1,False,0,-1,5
32837,1,1,False,0,-1,2
32843,1,1,False,1,1,3
32850,1,1,False,0,-1,12
32851,1,1,False,1,1480,4
32852,1,1,False,1,1480,4
32854,1,1,False,1,86,14
32858,1,1,False,0,-1,24
32860,1,1,False,1,64,12
32861,1,1,False,0,-1,13
32868,1,1,False,0,-1,20
32870,1,1,False,1,72,12
32872,1,1,False,3,126,5
32873,1,1,False,3,126,5
32875,1,1,False,3,126,5
32876,1,1,False,1,14,27
32879,1,1,False,0,-1,12
32881,1,1,False,0,-1,12
32882,1,1,False,0,-1,9
32885,1,1,False,3,111,22
32887,1,1,False,2,52,10
32894,1,1,False,0,-1,12
32897,1,1,False,0,-1,18
32898,1,1,False,2,14,22
32907,1,1,False,0,-1,23
32909,1,1,False,3,3,20
32911,1,1,False,3,3,20
32912,1,1,False,3,3,20
32913,1,1,False,0,-1,20
32914,1,1,False,0,-1,6
32918,1,1,False,3,35,4
32919,1,1,False,1,1481,5
32920,1,1,False,1,1481,5
32921,1,1,False,0,-1,18
32925,1,1,False,1,52,18
32926,1,1,False,0,-1,22
32928,1,1,False,0,-1,9
32932,1,1,False,3,44,14
32934,1,1,False,3,44,14
32937,1,1,False,2,48,18
32938,1,1,False,3,1482,5
32939,1,1,False,3,1482,5
32940,1,1,False,3,1482,5
32946,1,1,False,1,14,9
32947,1,1,False,0,-1,17
32948,1,1,False,3,30,7
32951,1,1,False,3,30,7
32952,1,1,False,3,52,18
32957,1,1,False,3,14,3
32964,1,1,False,3,23,12
32966,1,1,False,3,23,12
32968,1,1,False,1,1483,20
32970,1,1,False,2,30,12
32978,1,1,False,0,-1,25
32981,1,1,False,0,-1,13
32982,1,1,False,0,-1,13
32988,1,1,False,2,44,14
32990,1,1,False,0,-1,17
32991,1,1,False,2,30,9
32993,1,1,False,2,30,9
32994,1,1,False,0,-1,13
32995,1,1,False,1,142,17
33004,1,1,False,1,1484,3
33005,1,1,False,1,1484,3
33006,1,1,False,0,-1,15
33007,1,1,False,3,97,18
33008,1,1,False,3,97,18
33011,1,1,False,3,3,24
33012,1,1,False,3,3,24
33014,1,1,False,3,3,24
33015,1,1,False,1,14,5
33018,1,1,False,0,-1,14
33022,1,1,False,0,-1,25
33023,1,1,False,2,14,24
33025,1,1,False,2,14,24
33028,1,1,False,0,-1,5
33029,1,1,False,2,14,12
33030,1,1,False,2,14,12
33032,1,1,False,2,105,12
33034,1,1,False,2,105,12
33037,1,1,False,1,1485,12
33039,1,1,False,0,-1,5
33042,1,1,False,0,-1,5
33044,1,1,False,1,1486,20
33045,1,1,False,1,1486,20
33049,1,1,False,0,-1,11
33056,1,1,False,3,14,12
33057,1,1,False,3,14,12
33062,1,1,False,1,142,5
33064,1,1,False,0,-1,12
33065,1,1,False,0,-1,17
33067,1,1,False,0,-1,22
33070,1,1,False,0,-1,12
33071,1,1,False,0,-1,25
33073,1,1,False,1,30,14
33079,1,1,False,0,-1,12
33081,1,1,False,3,74,4
33082,1,1,False,3,74,4
33084,1,1,False,3,52,17
33089,1,1,False,0,-1,13
33090,1,1,False,1,27,9
33093,1,1,False,3,179,12
33094,1,1,False,3,179,12
33097,1,1,False,1,1487,11
33099,1,1,False,0,-1,13
33101,1,1,False,0,-1,15
33102,1,1,False,1,22,13
33105,1,1,False,3,135,8
33106,1,1,False,3,135,8
33108,1,1,False,3,135,8
33109,1,1,False,0,-1,17
33111,1,1,False,3,111,24
33113,1,1,False,3,111,24
33116,1,1,False,0,-1,14
33118,1,1,False,1,1488,17
33119,1,1,False,1,1488,17
33120,1,1,False,0,-1,4
33122,1,1,False,2,2,14
33123,1,1,False,2,2,14
33125,1,1,False,2,1489,5
33126,1,1,False,2,1489,5
33127,1,1,False,1,52,9
33129,1,1,False,1,1490,11
33130,1,1,False,1,1490,11
33131,1,1,False,0,-1,14
33132,1,1,False,1,95,17
33134,1,1,False,0,-1,8
33136,1,1,False,3,294,5
33137,1,1,False,3,294,5
33138,1,1,False,3,294,5
33140,1,1,False,1,1491,17
33141,1,1,False,0,-1,18
33142,1,1,False,0,-1,5
33143,1,1,False,0,-1,27
33144,1,1,False,1,126,8
33147,1,1,False,1,30,2
33148,1,1,False,1,52,9
33150,1,1,False,2,1492,17
33151,1,1,False,2,1492,17
33152,1,1,False,2,1492,17
33154,1,1,False,1,43,5
33155,1,1,False,2,3,5
33157,1,1,False,2,3,5
33158,1,1,False,2,53,8
33162,1,1,False,1,22,18
33164,1,1,False,0,-1,20
33168,1,1,False,3,0,9
33169,1,1,False,3,0,9
33172,1,1,False,1,1493,14
33173,1,1,False,1,1493,14
33174,1,1,False,0,-1,9
33176,1,1,False,0,-1,23
33179,1,1,False,3,111,12
33184,1,1,False,2,51,12
33186,1,1,False,2,1494,26
33187,1,1,False,2,1494,26
33188,1,1,False,2,1494,26
33190,1,1,False,1,2,20
33191,1,1,False,1,1495,12
33192,1,1,False,1,1495,12
33193,1,1,False,0,-1,9
33195,1,1,False,1,43,8
33198,1,1,False,0,-1,14
33199,1,1,False,0,-1,4
33200,1,1,False,0,-1,7
33202,1,1,False,2,1496,27
33203,1,1,False,2,1496,27
33204,1,1,False,2,1496,27
33207,1,1,False,2,20,15
33208,1,1,False,1,25,14
33212,1,1,False,1,20,20
33214,1,1,False,1,161,14
33218,1,1,False,3,31,12
33219,1,1,False,1,44,18
33221,1,1,False,0,-1,18
33226,1,1,False,3,142,13
33229,1,1,False,3,19,15
33230,1,1,False,3,19,15
33231,1,1,False,3,19,15
33233,1,1,False,0,-1,15
33236,1,1,False,0,-1,3
33241,1,1,False,3,43,14
33243,1,1,False,3,43,14
33247,1,1,False,0,-1,20
33248,1,1,False,3,142,5
33249,1,1,False,3,142,5
33252,1,1,False,0,-1,13
33255,1,1,False,3,142,12
33259,1,1,False,2,44,14
33261,1,1,False,0,-1,4
33263,1,1,False,3,19,28
33266,1,1,False,3,19,28
33268,1,1,False,3,1497,5
33269,1,1,False,3,1497,5
33270,1,1,False,3,1497,5
33271,1,1,False,3,1497,5
33272,1,1,False,0,-1,8
33273,1,1,False,0,-1,18
33275,1,1,False,0,-1,24
33277,1,1,False,2,23,12
33278,1,1,False,2,23,12
33283,1,1,False,0,-1,15
33284,1,1,False,2,19,4
33285,1,1,False,2,19,4
33288,1,1,False,1,14,27
33289,1,1,False,0,-1,15
33291,1,1,False,0,-1,9
33293,1,1,False,0,-1,2
33297,1,1,False,1,1498,15
33298,1,1,False,1,1498,15
33301,1,1,False,2,12,20
33302,1,1,False,2,12,20
33303,1,1,False,0,-1,20
33305,1,1,False,2,14,17
33306,1,1,False,2,14,17
33307,1,1,False,0,-1,12
33309,1,1,False,1,58,12
33312,1,1,False,1,14,4
33313,1,1,False,0,-1,4
33315,1,1,False,1,52,9
33316,1,1,False,2,52,20
33317,1,1,False,2,52,20
33320,1,1,False,0,-1,13
33321,1,1,False,3,44,12
33323,1,1,False,3,44,12
33327,1,1,False,0,-1,12
33336,1,1,False,2,294,12
33338,1,1,False,1,1499,12
33339,1,1,False,1,1499,12
33341,1,1,False,0,-1,12
33346,1,1,False,0,-1,2
33348,1,1,False,1,25,17
33350,1,1,False,2,126,22
33354,1,1,False,3,19,5
33360,1,1,False,0,-1,7
33365,1,1,False,3,114,12
33366,1,1,False,3,114,12
33368,1,1,False,0,-1,28
33369,1,1,False,2,35,14
33375,1,1,False,0,-1,25
33376,1,1,False,1,1500,5
33377,1,1,False,1,1500,5
33379,1,1,False,2,30,20
33382,1,1,False,0,-1,14
33383,1,1,False,0,-1,14
33385,1,1,False,2,44,12
33389,1,1,False,2,7,5
33392,1,1,False,0,-1,25
33393,1,1,False,1,44,14
33395,1,1,False,0,-1,23
33397,1,1,False,1,19,9
33400,1,1,False,3,105,27
33401,1,1,False,3,105,27
33403,1,1,False,0,-1,23
33406,1,1,False,0,-1,25
33409,1,1,False,3,44,13
33410,1,1,False,3,44,13
33411,1,1,False,3,44,13
33412,1,1,False,3,19,4
33413,1,1,False,3,19,4
33414,1,1,False,3,19,4
33417,1,1,False,1,111,4
33418,1,1,False,1,1501,17
33419,1,1,False,1,1501,17
33425,1,1,False,1,1502,17
33426,1,1,False,1,1502,17
33427,1,1,False,1,105,20
33431,1,1,False,3,27,2
33432,1,1,False,3,27,2
33436,1,1,False,1,52,12
33438,1,1,False,1,68,12
33440,1,1,False,3,111,12
33442,1,1,False,3,111,12
33443,1,1,False,3,111,12
33448,1,1,False,1,59,2
33456,1,1,False,3,20,9
33459,1,1,False,3,20,9
33460,1,1,False,1,58,5
33463,1,1,False,1,294,11
33464,1,1,False,1,51,13
33466,1,1,False,0,-1,20
33467,1,1,False,0,-1,6
33470,1,1,False,1,126,14
33472,1,1,False,2,1503,20
33473,1,1,False,2,1503,20
33474,1,1,False,2,1503,20
33477,1,1,False,3,74,8
33479,1,1,False,3,74,8
33480,1,1,False,3,74,8
33481,1,1,False,0,-1,12
33483,1,1,False,0,-1,8
33485,1,1,False,3,1,26
33490,1,1,False,2,114,7
33493,1,1,False,2,44,12
33494,1,1,False,2,44,12
33496,1,1,False,1,44,11
33497,1,1,False,0,-1,15
33500,1,1,False,1,27,20
33504,1,1,False,0,-1,14
33505,1,1,False,1,1504,7
33506,1,1,False,1,1504,7
33507,1,1,False,3,3,22
33508,1,1,False,3,3,22
33510,1,1,False,3,3,22
33511,1,1,False,1,23,18
33513,1,1,False,1,1505,13
33514,1,1,False,1,1505,13
33518,1,1,False,3,294,14
33523,1,1,False,0,-1,8
33524,1,1,False,0,-1,18
33526,1,1,False,0,-1,24
33540,1,1,False,0,-1,2
33543,1,1,False,2,1506,22
33544,1,1,False,2,1506,22
33545,1,1,False,2,1506,22
33550,1,1,False,3,44,9
33555,1,1,False,0,-1,14
33556,1,1,False,2,27,9
33558,1,1,False,2,27,9
33559,1,1,False,1,1507,13
33560,1,1,False,1,1507,13
33565,1,1,False,1,1508,15
33566,1,1,False,1,1508,15
33569,1,1,False,2,44,12
33570,1,1,False,2,44,12
33573,1,1,False,0,-1,19
33575,1,1,False,0,-1,8
33578,1,1,False,2,44,25
33580,1,1,False,2,126,5
33583,1,1,False,3,111,12
33585,1,1,False,3,111,12
33590,1,1,False,3,105,4
33591,1,1,False,3,105,4
33592,1,1,False,3,105,4
33597,1,1,False,2,59,5
33598,1,1,False,2,59,5
33599,1,1,False,0,-1,27
33601,1,1,False,1,142,9
33603,1,1,False,3,40,9
33608,1,1,False,2,12,13
33609,1,1,False,0,-1,12
33610,1,1,False,2,35,17
33614,1,1,False,2,30,13
33617,1,1,False,1,1,5
33618,1,1,False,1,1509,22
33619,1,1,False,1,1509,22
33620,1,1,False,1,58,17
33624,1,1,False,0,-1,20
33625,1,1,False,0,-1,5
33631,1,1,False,0,-1,17
33634,1,1,False,0,-1,8
33635,1,1,False,1,44,18
33639,1,1,False,0,-1,12
33640,1,1,False,0,-1,4
33642,1,1,False,2,19,14
33647,1,1,False,1,44,22
33648,1,1,False,1,142,11
33651,1,1,False,2,1510,25
33652,1,1,False,2,1510,25
33653,1,1,False,2,1510,25
33656,1,1,False,2,19,9
33659,1,1,False,1,1511,14
33660,1,1,False,1,1511,14
33661,1,1,False,0,-1,5
33662,1,1,False,0,-1,15
33663,1,1,False,0,-1,5
33664,1,1,False,0,-1,5
33666,1,1,False,2,137,24
33669,1,1,False,2,62,11
33670,1,1,False,2,62,11
33671,1,1,False,3,70,21
33672,1,1,False,3,70,21
33673,1,1,False,3,70,21
33675,1,1,False,1,1512,12
33676,1,1,False,1,1512,12
33682,1,1,False,1,62,28
33683,1,1,False,0,-1,12
33687,1,1,False,3,126,1
33688,1,1,False,3,126,1
33689,1,1,False,3,126,1
33690,1,1,False,0,-1,23
33692,1,1,False,0,-1,20
33694,1,1,False,0,-1,11
33695,1,1,False,0,-1,25
33696,1,1,False,0,-1,28
33698,1,1,False,3,111,13
33707,1,1,False,0,-1,8
33708,1,1,False,1,44,21
33713,1,1,False,2,44,9
33715,1,1,False,0,-1,9
33716,1,1,False,0,-1,5
33717,1,1,False,1,1513,11
33725,1,1,False,1,14,12
33727,1,1,False,0,-1,28
33728,1,1,False,3,137,18
33729,1,1,False,3,137,18
33734,1,1,False,2,142,23
33735,1,1,False,2,142,23
33736,1,1,False,0,-1,14
33737,1,1,False,0,-1,6
33740,1,1,False,0,-1,1
33741,1,1,False,0,-1,4
33743,1,1,False,2,179,12
33745,1,1,False,2,179,12
33746,1,1,False,0,-1,24
33747,1,1,False,1,1514,11
33748,1,1,False,1,1514,11
33750,1,1,False,0,-1,20
33751,1,1,False,2,52,20
33753,1,1,False,2,52,20
33754,1,1,False,1,1515,5
33755,1,1,False,1,1515,5
33756,1,1,False,0,-1,12
33759,1,1,False,0,-1,12
33760,1,1,False,0,-1,20
33764,1,1,False,0,-1,17
33767,1,1,False,1,1516,12
33768,1,1,False,1,1516,12
33775,1,1,False,3,48,14
33777,1,1,False,0,-1,15
33778,1,1,False,0,-1,5
33780,1,1,False,0,-1,7
33784,1,1,False,0,-1,5
33789,1,1,False,2,44,9
33791,1,1,False,0,-1,4
33793,1,1,False,1,62,12
33794,1,1,False,0,-1,18
33795,1,1,False,0,-1,4
33799,1,1,False,1,135,9
33800,1,1,False,3,105,22
33802,1,1,False,3,105,22
33804,1,1,False,0,-1,20
33805,1,1,False,0,-1,8
33806,1,1,False,0,-1,15
33807,1,1,False,0,-1,21
33810,1,1,False,0,-1,12
33811,1,1,False,2,74,15
33812,1,1,False,2,74,15
33814,1,1,False,2,1,11
33815,1,1,False,2,1,11
33821,1,1,False,0,-1,14
33822,1,1,False,0,-1,2
33827,1,1,False,1,137,18
33829,1,1,False,3,14,15
33832,1,1,False,3,14,15
33834,1,1,False,2,1,20
33836,1,1,False,0,-1,22
33837,1,1,False,0,-1,24
33839,1,1,False,0,-1,17
33840,1,1,False,1,51,18
33845,1,1,False,0,-1,15
33848,1,1,False,1,1517,4
33849,1,1,False,1,1517,4
33851,1,1,False,0,-1,11
33854,1,1,False,1,1518,4
33855,1,1,False,1,1518,4
33858,1,1,False,2,2,20
33860,1,1,False,2,70,5
33863,1,1,False,3,126,22
33864,1,1,False,3,126,22
33866,1,1,False,0,-1,25
33867,1,1,False,1,1519,4
33868,1,1,False,1,1519,4
33869,1,1,False,0,-1,9
33872,1,1,False,1,68,4
33875,1,1,False,2,111,12
33878,1,1,False,0,-1,20
33880,1,1,False,1,59,4
33881,1,1,False,3,40,4
33882,1,1,False,3,40,4
33884,1,1,False,3,40,4
33886,1,1,False,1,1,15
33888,1,1,False,0,-1,18
33892,1,1,False,2,1520,20
33893,1,1,False,2,1520,20
33895,1,1,False,0,-1,14
33899,1,1,False,1,23,28
33902,1,1,False,2,1093,18
33903,1,1,False,2,1093,18
33905,1,1,False,0,-1,13
33906,1,1,False,0,-1,12
33908,1,1,False,2,23,20
33915,1,1,False,0,-1,15
33916,1,1,False,0,-1,13
33917,1,1,False,2,1521,16
33918,1,1,False,2,1521,16
33919,1,1,False,2,1521,16
33922,1,1,False,0,-1,12
33924,1,1,False,2,56,12
33927,1,1,False,1,44,8
33928,1,1,False,0,-1,2
33930,1,1,False,0,-1,17
33933,1,1,False,2,142,28
33936,1,1,False,2,44,20
33939,1,1,False,1,105,5
33941,1,1,False,1,1522,12
33942,1,1,False,1,1522,12
33944,1,1,False,2,22,12
33947,1,1,False,1,25,20
33949,1,1,False,0,-1,18
33950,1,1,False,2,97,5
33951,1,1,False,2,97,5
33954,1,1,False,0,-1,5
33956,1,1,False,3,14,20
33958,1,1,False,3,14,20
33963,1,1,False,3,52,13
33964,1,1,False,1,179,14
33966,1,1,False,0,-1,14
33967,1,1,False,0,-1,8
33968,1,1,False,1,1485,25
33970,1,1,False,1,1523,26
33971,1,1,False,1,1523,26
33975,1,1,False,3,14,20
33982,1,1,False,0,-1,16
33985,1,1,False,0,-1,24
33987,1,1,False,0,-1,15
33988,1,1,False,1,22,20
33991,1,1,False,2,111,12
33992,1,1,False,2,111,12
33999,1,1,False,0,-1,12
34002,1,1,False,2,43,5
34003,1,1,False,0,-1,9
34006,1,1,False,0,-1,22
34008,1,1,False,0,-1,14
34014,1,1,False,1,137,8
34016,1,1,False,2,142,7
34019,1,1,False,0,-1,23
34022,1,1,False,3,14,17
34023,1,1,False,3,14,17
34024,1,1,False,1,3,26
34030,1,1,False,2,111,8
34031,1,1,False,2,111,8
34032,1,1,False,0,-1,7
34033,1,1,False,0,-1,3
34035,1,1,False,0,-1,6
34036,1,1,False,2,142,9
34038,1,1,False,2,142,9
34039,1,1,False,0,-1,28
34042,1,1,False,0,-1,8
34045,1,1,False,0,-1,9
34047,1,1,False,1,1,12
34052,1,1,False,0,-1,12
34053,1,1,False,1,2,12
34055,1,1,False,0,-1,26
34056,1,1,False,1,111,18
34059,1,1,False,0,-1,13
