ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
24021,23196,1,2025-07-01,1,13,667,9018,38,40090,1,0
24022,23197,1,2025-08-05,1,13,675,9149,37,40091,1,0
24023,23199,1,2025-12-19,1,13,679,9191,39,40094,1,0
24024,23200,1,2025-05-07,1,13,669,9048,38,40095,1,0
24025,23200,1,2025-04-05,1,13,669,9048,38,40096,1,0
24026,23202,1,2025-12-13,1,13,657,8886,37,40098,1,0
24027,23204,1,2025-02-09,1,13,665,9003,39,40101,1,0
24028,23206,2,2025-05-20,1,13,667,9025,38,40104,1,0
24029,23207,1,2025-09-19,1,13,671,9081,38,40105,1,0
24030,23207,1,2025-08-30,1,13,671,9081,38,40107,1,0
24031,23208,1,2025-04-26,1,13,672,9094,37,40108,1,0
24032,23211,1,2025-11-23,1,13,676,9159,37,40113,1,0
24033,23212,1,2026-01-22,1,13,665,8996,37,40114,1,0
24034,23212,2,2026-02-10,1,13,665,8996,37,40115,1,0
24035,23213,1,2025-04-21,1,13,684,9258,38,40117,1,0
24036,23214,1,2025-12-22,1,13,675,9134,38,40118,1,0
24037,23215,1,2025-05-03,1,13,676,9159,38,40119,1,0
24038,23216,1,2025-11-20,1,13,663,8972,38,40120,1,0
24039,23216,1,2025-10-22,1,13,663,8972,38,40121,1,0
24040,23217,1,2026-01-14,1,13,685,9278,39,40122,1,0
24041,23218,1,2025-06-24,1,13,685,9275,37,40123,1,0
24042,23218,1,2025-06-22,1,13,685,9275,37,40124,1,0
24043,23218,2,2025-07-11,1,13,685,9275,37,40126,1,1
24044,23219,1,2025-04-23,1,13,662,8961,37,40127,1,0
24045,23220,1,2025-04-11,1,13,676,9159,38,40129,1,0
24046,23221,1,2026-02-16,1,13,679,9191,37,40130,1,0
24047,23222,1,2025-11-07,1,13,671,9081,39,40131,1,0
24048,23222,1,2025-10-22,1,13,671,9081,39,40132,1,0
24049,23223,1,2025-06-02,1,13,664,8978,37,40133,1,0
24050,23223,2,2025-04-18,1,13,664,8978,37,40134,1,0
24051,23223,1,2025-06-03,1,13,664,8978,37,40135,1,0
24052,23224,1,2025-10-03,1,13,661,8943,37,40136,1,0
24053,23224,1,2025-10-09,1,13,661,8943,37,40138,1,0
24054,23225,1,2025-08-22,1,13,685,9282,37,40140,1,0
24055,23228,1,2025-05-30,1,13,672,9097,38,40144,1,0
24056,23229,1,2025-08-09,1,13,656,8865,37,40145,1,0
24057,23230,1,2025-05-29,1,13,678,9182,39,40147,1,0
24058,23230,1,2025-05-24,1,13,678,9182,39,40148,1,0
24059,23232,1,2025-02-28,1,13,684,9266,37,40150,1,0
24060,23232,1,2025-02-10,1,13,684,9266,37,40151,1,0
24061,23234,1,2025-05-09,1,13,683,9256,37,40153,1,0
24062,23235,1,2025-11-11,1,13,681,9218,39,40155,1,0
24063,23236,1,2025-03-16,1,13,670,9072,39,40156,1,0
24064,23236,1,2025-03-13,1,13,670,9072,39,40157,1,0
24065,23238,2,2025-02-18,1,13,666,9012,38,40159,1,0
24066,23238,1,2025-03-31,1,13,666,9012,38,40160,1,0
24067,23239,1,2025-11-05,1,13,663,8972,39,40161,1,0
24068,23240,1,2025-10-01,1,13,664,8976,37,40163,1,0
24069,23242,1,2025-11-04,1,13,661,8945,39,40165,1,0
24070,23244,1,2025-05-09,1,13,655,8851,38,40167,1,0
24071,23245,1,2025-06-28,1,13,681,9219,39,40168,1,0
24072,23246,1,2025-02-01,1,13,663,8965,38,40169,1,0
24073,23248,1,2025-05-26,1,13,679,9191,38,40172,1,0
24074,23248,2,2025-05-02,1,13,679,9191,38,40174,1,0
24075,23250,2,2025-11-03,1,13,681,9219,39,40176,1,0
24076,23250,1,2025-11-18,1,13,681,9219,39,40178,1,0
24077,23251,1,2026-01-29,1,13,661,8949,37,40179,1,0
24078,23252,2,2025-11-29,1,13,664,8986,38,40181,1,0
24079,23252,1,2025-11-08,1,13,664,8986,38,40182,1,0
24080,23253,2,2025-12-16,1,13,676,9153,37,40183,1,0
24081,23253,1,2025-11-18,1,13,676,9153,37,40184,1,0
24082,23254,1,2025-07-12,1,13,655,8855,37,40187,1,0
24083,23255,1,2025-10-15,1,13,676,9155,37,40188,1,0
24084,23256,1,2025-07-11,1,13,667,9017,37,40190,1,0
24085,23257,1,2025-05-28,1,13,656,8868,38,40191,1,0
24086,23258,2,2026-01-11,1,13,685,9274,37,40192,1,0
24087,23259,1,2025-12-30,1,13,671,9086,39,40193,1,0
24088,23259,1,2025-12-22,1,13,671,9086,39,40194,1,0
24089,23261,1,2025-02-12,1,13,684,9267,37,40196,1,0
24090,23263,1,2025-04-03,1,13,682,9239,38,40199,1,0
24091,23265,1,2025-06-04,1,13,656,8867,39,40202,1,0
24092,23266,1,2025-10-07,1,13,668,9034,38,40206,1,0
24093,23268,1,2025-01-27,1,13,679,9196,37,40208,1,0
24094,23268,1,2025-02-27,1,13,679,9196,37,40209,1,0
24095,23269,1,2025-03-02,1,13,670,9061,39,40211,1,0
24096,23269,1,2025-02-14,1,13,670,9061,39,40212,1,0
24097,23270,1,2025-08-19,1,13,685,9279,38,40213,1,0
24098,23271,1,2025-08-13,1,13,674,9132,39,40215,1,0
24099,23271,1,2025-06-26,1,13,674,9132,39,40216,1,0
24100,23271,1,2025-07-24,1,13,674,9132,39,40218,1,0
24101,23272,1,2025-06-30,1,13,672,9100,39,40219,1,0
24102,23273,2,2025-05-22,1,13,669,9055,38,40220,1,0
24103,23274,1,2025-06-01,1,13,665,8998,39,40221,1,0
24104,23275,1,2025-05-28,1,13,684,9260,37,40222,1,0
24105,23277,1,2025-11-05,1,13,667,9019,39,40224,1,0
24106,23279,1,2025-09-17,1,13,660,8928,38,40226,1,0
24107,23280,1,2025-05-01,1,13,685,9277,39,40227,1,0
24108,23281,1,2025-05-13,1,13,664,8979,38,40228,1,0
24109,23282,1,2025-03-28,1,13,678,9176,39,40231,1,0
24110,23283,1,2026-01-12,1,13,673,9114,39,40232,1,0
24111,23284,1,2025-04-07,1,13,671,9073,39,40236,1,0
24112,23285,1,2025-12-17,1,13,670,9063,37,40239,1,0
24113,23286,1,2025-05-23,1,13,667,9017,39,40240,1,0
24114,23286,1,2025-06-02,1,13,667,9017,39,40241,1,0
24115,23289,1,2025-08-01,1,13,662,8953,37,40245,1,0
24116,23289,1,2025-08-07,1,13,662,8953,37,40246,1,0
24117,23290,2,2025-07-28,1,13,661,8942,37,40247,1,0
24118,23291,1,2025-07-23,1,13,685,9283,38,40249,1,0
24119,23292,1,2026-01-27,1,13,672,9099,39,40250,1,0
24120,23293,1,2025-10-20,1,13,680,9211,37,40251,1,0
24121,23294,1,2025-06-27,1,13,668,9027,39,40252,1,0
24122,23295,1,2026-01-16,1,13,658,8896,37,40255,1,0
24123,23296,1,2025-02-24,1,13,663,8967,37,40256,1,0
24124,23296,1,2025-03-26,1,13,663,8967,37,40257,1,0
24125,23297,1,2025-06-01,1,13,662,8951,39,40258,1,0
24126,23298,1,2025-05-26,1,13,685,9279,38,40259,1,0
24127,23298,1,2025-07-07,1,13,685,9279,38,40261,1,0
24128,23299,1,2025-03-20,1,13,658,8901,39,40262,1,0
24129,23299,2,2025-03-22,1,13,658,8901,39,40263,1,0
24130,23300,1,2025-04-04,1,13,678,9176,37,40264,1,0
24131,23300,1,2025-05-21,1,13,678,9176,37,40266,1,0
24132,23301,1,2025-05-21,1,13,663,8973,37,40268,1,0
24133,23303,1,2025-05-26,1,13,678,9178,38,40270,1,0
24134,23304,1,2025-07-27,1,13,674,9120,38,40271,1,0
24135,23305,1,2026-02-02,1,13,681,9220,37,40273,1,0
24136,23306,1,2025-05-23,1,13,684,9268,37,40274,1,0
24137,23306,1,2025-06-01,1,13,684,9268,37,40275,1,0
24138,23307,1,2025-03-08,1,13,667,9020,38,40276,1,0
24139,23308,1,2025-05-22,1,13,686,9288,39,40279,1,0
24140,23309,1,2025-12-23,1,13,672,9094,38,40280,1,0
24141,23310,1,2025-12-18,1,13,668,9032,39,40283,1,0
24142,23311,1,2026-02-02,1,13,668,9042,38,40284,1,0
24143,23312,2,2025-09-16,1,13,673,9111,37,40286,1,0
24144,23313,1,2025-10-25,1,13,664,8974,37,40287,1,0
24145,23313,1,2025-09-17,1,13,664,8974,37,40288,1,0
24146,23316,1,2025-06-01,1,13,669,9051,38,40292,1,0
24147,23317,1,2026-01-16,1,13,684,9259,38,40293,1,0
24148,23318,2,2025-01-21,1,13,665,8998,39,40295,1,0
24149,23318,2,2025-02-23,1,13,665,8998,39,40297,1,0
24150,23318,1,2025-02-17,1,13,665,8998,39,40298,1,0
24151,23319,1,2025-12-28,1,13,682,9235,39,40300,1,0
24152,23320,1,2025-06-20,1,13,665,9002,38,40303,1,0
24153,23322,1,2025-12-10,1,13,655,8854,38,40306,1,0
24154,23323,1,2025-08-19,1,13,670,9059,39,40307,1,0
24155,23324,1,2025-04-09,1,13,668,9036,39,40311,1,0
24156,23325,1,2025-06-13,1,13,670,9059,37,40314,1,0
24157,23325,1,2025-05-30,1,13,670,9059,37,40315,1,0
24158,23326,1,2025-11-01,1,13,674,9131,39,40316,1,0
24159,23328,1,2025-08-24,1,13,667,9015,37,40318,1,0
24160,23330,1,2025-10-02,1,13,663,8972,39,40323,1,0
24161,23331,1,2025-03-20,1,13,681,9220,39,40324,1,0
24162,23331,1,2025-02-26,1,13,681,9220,39,40325,1,0
24163,23332,1,2025-03-28,1,13,659,8908,38,40326,1,0
24164,23332,1,2025-03-25,1,13,659,8908,38,40327,1,0
24165,23332,2,2025-04-05,1,13,659,8908,38,40328,1,0
24166,23333,1,2025-05-01,1,13,671,9073,39,40329,1,0
24167,23333,1,2025-05-12,1,13,671,9073,39,40331,1,0
24168,23335,1,2025-05-28,1,13,668,9043,37,40335,1,0
24169,23336,1,2025-05-15,1,13,658,8894,39,40336,1,0
24170,23336,1,2025-06-30,1,13,658,8894,39,40337,1,0
24171,23337,1,2025-02-25,1,13,678,9189,39,40338,1,0
24172,23338,1,2025-04-30,1,13,682,9237,38,40340,1,0
24173,23339,1,2025-06-14,1,13,682,9236,39,40341,1,0
24174,23340,1,2025-07-19,1,13,677,9166,39,40342,1,0
24175,23340,1,2025-07-01,1,13,677,9166,39,40344,1,0
24176,23342,1,2025-05-26,1,13,679,9202,39,40346,1,0
24177,23343,1,2025-06-27,1,13,673,9101,38,40347,1,0
24178,23343,1,2025-06-20,1,13,673,9101,38,40348,1,0
24179,23343,1,2025-07-01,1,13,673,9101,38,40349,1,0
24180,23344,1,2025-01-14,1,13,678,9185,37,40350,1,0
24181,23345,1,2026-01-06,1,13,677,9168,37,40351,1,0
24182,23346,1,2025-12-13,1,13,659,8905,39,40352,1,0
24183,23346,1,2025-11-30,1,13,659,8905,39,40354,1,0
24184,23346,1,2025-12-06,1,13,659,8905,39,40355,1,0
24185,23347,1,2025-06-29,1,13,676,9159,39,40356,1,0
24186,23348,1,2025-12-04,1,13,663,8971,39,40357,1,0
24187,23349,1,2025-11-26,1,13,684,9259,38,40358,1,0
24188,23350,1,2025-03-17,1,13,681,9234,39,40361,1,0
24189,23351,2,2025-06-22,1,13,676,9156,38,40362,1,0
24190,23353,1,2025-01-24,1,13,670,9068,39,40364,1,0
24191,23354,1,2025-08-27,1,13,665,8995,39,40365,1,0
24192,23355,2,2026-01-23,1,13,679,9205,39,40368,1,0
24193,23358,1,2025-11-29,1,13,667,9020,39,40371,1,0
24194,23358,1,2025-12-10,1,13,667,9020,39,40372,1,0
24195,23360,1,2025-03-31,1,13,666,9010,39,40374,1,0
24196,23361,1,2025-03-21,1,13,676,9155,37,40375,1,0
24197,23361,1,2025-03-08,1,13,676,9155,37,40376,1,0
24198,23364,1,2026-01-09,1,13,674,9131,39,40380,1,0
24199,23368,1,2025-02-23,1,13,676,9153,38,40386,1,0
24200,23370,2,2026-02-23,1,13,665,8998,38,40388,1,0
24201,23371,2,2025-08-07,1,13,674,9129,38,40389,1,0
24202,23373,2,2026-01-24,1,13,674,9124,38,40391,1,0
24203,23374,2,2025-04-30,1,13,658,8895,39,40392,1,0
24204,23376,1,2026-01-06,1,13,669,9056,38,40395,1,0
24205,23379,1,2025-06-01,1,13,676,9159,38,40399,1,0
24206,23379,1,2025-06-15,1,13,676,9159,38,40400,1,0
24207,23379,1,2025-05-02,1,13,676,9159,38,40401,1,0
24208,23379,1,2025-06-09,1,13,676,9159,38,40402,1,0
24209,23381,1,2025-03-24,1,13,671,9083,39,40404,1,0
24210,23381,1,2025-03-28,1,13,671,9083,39,40405,1,0
24211,23383,1,2025-03-25,1,13,677,9171,37,40408,1,0
24212,23384,1,2025-05-27,1,13,656,8864,39,40409,1,0
24213,23385,1,2025-04-29,1,13,666,9012,39,40410,1,0
24214,23386,1,2025-07-20,1,13,683,9256,38,40411,1,0
24215,23388,1,2025-05-04,1,13,671,9086,38,40415,1,0
24216,23388,1,2025-06-16,1,13,671,9086,38,40417,1,0
24217,23389,1,2025-12-16,1,13,664,8989,37,40421,1,0
24218,23390,2,2025-06-28,1,13,664,8975,39,40422,1,0
24219,23392,1,2025-02-02,1,13,657,8879,39,40424,1,0
24220,23392,1,2025-02-14,1,13,657,8879,39,40425,1,0
24221,23393,2,2025-03-06,1,13,670,9071,39,40426,1,0
24222,23394,1,2025-11-02,1,13,673,9101,39,40427,1,0
24223,23394,2,2025-10-17,1,13,673,9101,39,40429,1,1
24224,23395,1,2025-07-22,1,13,668,9028,39,40430,1,0
24225,23396,1,2025-06-26,1,13,671,9076,37,40433,1,0
24226,23397,1,2025-07-25,1,13,659,8919,39,40434,1,0
24227,23398,1,2025-04-30,1,13,659,8912,37,40435,1,0
24228,23399,2,2025-10-26,1,13,657,8880,37,40436,1,1
24229,23401,1,2025-12-29,1,13,670,9071,39,40438,1,0
24230,23401,1,2025-12-11,1,13,670,9071,39,40439,1,0
24231,23403,1,2025-09-13,1,13,660,8938,38,40441,1,0
24232,23405,2,2025-06-25,1,13,662,8957,39,40444,1,0
24233,23406,1,2025-12-18,1,13,655,8850,37,40445,1,1
24234,23406,1,2025-10-24,1,13,655,8850,37,40446,1,0
24235,23406,2,2025-11-14,1,13,655,8850,37,40447,1,0
24236,23407,1,2025-03-06,1,13,671,9078,37,40449,1,0
24237,23409,1,2025-09-01,1,13,657,8877,38,40451,1,0
24238,23409,1,2025-10-12,1,13,657,8877,38,40452,1,0
24239,23409,1,2025-09-27,1,13,657,8877,38,40453,1,0
24240,23409,1,2025-08-21,1,13,657,8877,38,40454,1,0
24241,23410,1,2025-05-02,1,13,662,8956,38,40456,1,0
24242,23411,1,2025-02-28,1,13,666,9005,39,40459,1,0
24243,23412,1,2025-09-23,1,13,679,9204,39,40460,1,0
24244,23412,2,2025-10-14,1,13,679,9204,39,40462,1,0
24245,23413,1,2025-02-28,1,13,665,8996,38,40463,1,0
24246,23413,1,2025-04-25,1,13,665,8996,38,40464,1,0
24247,23414,1,2025-02-06,1,13,682,9238,37,40466,1,0
24248,23416,1,2025-10-24,1,13,657,8875,39,40468,1,0
24249,23418,1,2025-12-01,1,13,670,9059,38,40470,1,0
24250,23418,1,2025-12-15,1,13,670,9059,38,40471,1,0
24251,23419,1,2025-07-04,1,13,663,8964,39,40472,1,0
24252,23422,1,2026-01-29,1,13,671,9073,37,40475,1,0
24253,23423,1,2025-03-16,1,13,683,9244,37,40476,1,0
24254,23424,1,2025-09-13,1,13,663,8971,37,40478,1,0
24255,23427,1,2025-08-11,1,13,663,8962,37,40482,1,0
24256,23429,1,2025-10-07,1,13,674,9131,37,40484,1,0
24257,23430,2,2025-09-03,1,13,664,8977,37,40485,1,0
24258,23432,1,2025-07-24,1,13,674,9119,39,40489,1,0
24259,23432,1,2025-08-20,1,13,674,9119,39,40490,1,0
24260,23433,1,2026-01-08,1,13,677,9168,39,40491,1,0
24261,23433,1,2025-12-29,1,13,677,9168,39,40492,1,0
24262,23434,1,2025-02-27,1,13,684,9264,39,40493,1,0
24263,23435,1,2025-03-01,1,13,680,9209,37,40494,1,0
24264,23435,1,2025-03-11,1,13,680,9209,37,40495,1,0
24265,23435,2,2025-02-13,1,13,680,9209,37,40497,1,0
24266,23436,1,2025-04-17,1,13,656,8869,39,40498,1,0
24267,23437,2,2025-12-24,1,13,681,9234,37,40499,1,0
24268,23438,2,2025-04-14,1,13,669,9051,38,40500,1,0
24269,23438,1,2025-05-12,1,13,669,9051,38,40501,1,0
24270,23438,1,2025-04-29,1,13,669,9051,38,40502,1,1
24271,23439,1,2025-09-09,1,13,658,8902,38,40503,1,0
24272,23440,1,2026-01-29,1,13,657,8889,39,40504,1,0
24273,23441,1,2025-06-05,1,13,661,8941,38,40505,1,0
24274,23441,2,2025-07-19,1,13,661,8941,38,40506,1,0
24275,23442,1,2025-07-08,1,13,663,8964,39,40508,1,0
24276,23442,1,2025-07-02,1,13,663,8964,39,40509,1,0
24277,23443,1,2025-12-06,1,13,670,9064,38,40511,1,1
24278,23445,1,2025-06-07,1,13,670,9061,39,40514,1,0
24279,23445,1,2025-06-11,1,13,670,9061,39,40516,1,0
24280,23446,2,2025-04-24,1,13,683,9247,38,40517,1,1
24281,23448,1,2025-05-05,1,13,656,8866,38,40519,1,0
24282,23448,1,2025-05-19,1,13,656,8866,38,40520,1,0
24283,23448,1,2025-04-03,1,13,656,8866,38,40521,1,0
24284,23448,1,2025-05-07,1,13,656,8866,38,40522,1,0
24285,23449,1,2025-07-11,1,13,672,9098,37,40523,1,0
24286,23450,1,2025-10-23,1,13,665,8992,38,40524,1,0
24287,23452,1,2025-03-18,1,13,679,9197,37,40527,1,0
24288,23452,2,2025-04-29,1,13,679,9197,37,40528,1,1
24289,23452,2,2025-04-30,1,13,679,9197,37,40529,1,0
24290,23453,1,2025-11-24,1,13,664,8986,38,40530,1,0
24291,23454,1,2026-01-18,1,13,663,8967,39,40533,1,0
24292,23455,1,2025-11-01,1,13,664,8987,39,40535,1,0
24293,23456,1,2026-01-17,1,13,658,8900,39,40536,1,0
24294,23457,1,2025-03-03,1,13,662,8958,39,40539,1,0
24295,23460,1,2025-04-11,1,13,660,8931,39,40542,1,0
24296,23461,1,2025-07-13,1,13,680,9212,37,40544,1,0
24297,23461,1,2025-08-01,1,13,680,9212,37,40545,1,0
24298,23463,1,2025-03-23,1,13,671,9086,39,40548,1,0
24299,23465,1,2025-12-02,1,13,676,9152,39,40550,1,0
24300,23465,1,2025-12-21,1,13,676,9152,39,40551,1,0
24301,23466,1,2025-05-21,1,13,663,8971,37,40552,1,0
24302,23467,2,2025-03-30,1,13,665,9000,37,40553,1,0
24303,23467,1,2025-04-14,1,13,665,9000,37,40554,1,0
24304,23468,1,2025-05-06,1,13,669,9052,39,40555,1,0
24305,23469,1,2025-11-23,1,13,657,8881,37,40557,1,0
24306,23470,1,2025-11-08,1,13,681,9231,38,40558,1,0
24307,23470,1,2025-10-22,1,13,681,9231,38,40559,1,1
24308,23470,1,2025-10-21,1,13,681,9231,38,40560,1,0
24309,23470,1,2025-10-19,1,13,681,9231,38,40561,1,0
24310,23471,1,2025-10-10,1,13,678,9180,37,40562,1,0
24311,23472,1,2025-04-15,1,13,686,9295,37,40563,1,0
24312,23473,1,2025-12-20,1,13,656,8869,38,40564,1,0
24313,23474,1,2025-06-16,1,13,682,9236,38,40566,1,0
24314,23475,1,2025-09-05,1,13,677,9162,39,40571,1,0
24315,23476,1,2025-09-08,1,13,657,8886,39,40572,1,0
24316,23476,1,2025-09-03,1,13,657,8886,39,40573,1,1
24317,23477,1,2025-07-23,1,13,686,9293,37,40575,1,0
24318,23478,1,2025-02-16,1,13,657,8878,39,40578,1,0
24319,23479,2,2025-03-10,1,13,676,9156,37,40579,1,0
24320,23479,1,2025-02-25,1,13,676,9156,37,40580,1,0
24321,23480,1,2025-03-10,1,13,681,9234,38,40582,1,0
24322,23481,1,2025-04-19,1,13,683,9246,39,40584,1,0
24323,23482,1,2025-09-01,1,13,673,9102,38,40587,1,0
24324,23483,1,2025-07-17,1,13,657,8879,38,40588,1,0
24325,23483,2,2025-08-13,1,13,657,8879,38,40590,1,0
24326,23485,1,2025-08-02,1,13,679,9201,39,40592,1,0
24327,23487,1,2025-03-17,1,13,666,9009,39,40594,1,0
24328,23488,2,2025-06-11,1,13,661,8942,38,40595,1,0
24329,23488,2,2025-06-20,1,13,661,8942,38,40597,1,0
24330,23490,1,2025-06-10,1,13,684,9265,37,40600,1,0
24331,23491,2,2025-07-21,1,13,668,9029,37,40602,1,0
24332,23493,2,2025-10-31,1,13,657,8876,37,40605,1,0
24333,23493,1,2025-12-05,1,13,657,8876,37,40606,1,0
24334,23494,2,2025-10-09,1,13,675,9142,37,40607,1,0
24335,23495,1,2025-07-03,1,13,673,9107,39,40608,1,0
24336,23496,1,2025-04-13,1,13,666,9010,38,40611,1,0
24337,23497,1,2025-05-01,1,13,667,9019,39,40613,1,0
24338,23497,1,2025-05-06,1,13,667,9019,39,40615,1,0
24339,23499,1,2025-07-06,1,13,666,9011,38,40617,1,0
24340,23501,1,2025-08-12,1,13,671,9092,37,40620,1,0
24341,23502,2,2025-07-04,1,13,686,9287,39,40622,1,0
24342,23503,2,2025-07-21,1,13,672,9098,37,40624,1,0
24343,23503,1,2025-08-28,1,13,672,9098,37,40625,1,0
24344,23503,1,2025-08-15,1,13,672,9098,37,40626,1,0
24345,23505,2,2026-01-24,1,13,675,9140,38,40628,1,0
24346,23506,1,2025-11-08,1,13,674,9130,37,40629,1,0
24347,23507,1,2025-10-01,1,13,681,9225,38,40631,1,0
24348,23508,1,2025-02-26,1,13,671,9077,37,40633,1,0
24349,23510,1,2025-06-30,1,13,670,9068,37,40635,1,0
24350,23510,1,2025-07-16,1,13,670,9068,37,40636,1,0
24351,23512,1,2025-12-20,1,13,664,8986,37,40638,1,0
24352,23512,1,2025-12-25,1,13,664,8986,37,40639,1,0
24353,23514,1,2025-11-16,1,13,655,8852,37,40642,1,0
24354,23514,1,2025-12-17,1,13,655,8852,37,40643,1,0
24355,23514,2,2025-11-16,1,13,655,8852,37,40645,1,0
24356,23518,1,2025-03-24,1,13,682,9237,39,40649,1,0
24357,23518,2,2025-03-30,1,13,682,9237,39,40650,1,0
24358,23519,2,2025-06-15,1,13,668,9031,39,40651,1,0
24359,23519,1,2025-08-06,1,13,668,9031,39,40652,1,0
24360,23520,1,2025-03-18,1,13,675,9138,38,40653,1,0
24361,23521,1,2025-10-12,1,13,682,9237,37,40654,1,0
24362,23523,1,2025-11-01,1,13,657,8878,37,40656,1,0
24363,23524,1,2025-09-24,1,13,670,9067,39,40657,1,0
24364,23525,1,2025-03-24,1,13,675,9137,38,40658,1,0
24365,23526,1,2025-12-28,1,13,678,9174,37,40661,1,0
24366,23527,1,2025-10-30,1,13,676,9160,39,40664,1,0
24367,23528,1,2025-03-01,1,13,671,9086,37,40665,1,1
24368,23529,1,2025-03-20,1,13,675,9148,38,40666,1,0
24369,23529,1,2025-05-10,1,13,675,9148,38,40667,1,0
24370,23533,1,2025-05-20,1,13,665,9002,37,40671,1,0
24371,23534,2,2025-01-29,1,13,682,9242,38,40672,1,0
24372,23534,1,2025-02-20,1,13,682,9242,38,40673,1,0
24373,23535,2,2025-10-05,1,13,671,9086,39,40674,1,0
24374,23536,1,2025-11-17,1,13,672,9093,39,40675,1,0
24375,23536,1,2025-10-19,1,13,672,9093,39,40676,1,0
24376,23537,2,2025-05-11,1,13,655,8859,38,40677,1,0
24377,23537,1,2025-06-15,1,13,655,8859,38,40678,1,0
24378,23538,1,2025-10-31,1,13,656,8870,37,40681,1,0
24379,23539,1,2025-11-16,1,13,668,9040,38,40682,1,0
24380,23539,1,2025-11-07,1,13,668,9040,38,40684,1,0
24381,23539,1,2025-12-17,1,13,668,9040,38,40685,1,0
24382,23540,2,2025-03-17,1,13,675,9145,39,40686,1,0
24383,23542,1,2025-11-13,1,13,679,9204,37,40688,1,0
24384,23542,1,2025-11-02,1,13,679,9204,37,40689,1,0
24385,23543,1,2025-07-31,1,13,680,9215,38,40690,1,0
24386,23544,1,2025-03-11,1,13,679,9201,39,40692,1,1
24387,23545,2,2025-04-01,1,13,664,8975,37,40695,1,1
24388,23551,1,2023-10-05,1,14,702,9470,42,40701,1,0
24389,23552,1,2023-08-08,1,14,714,9642,42,40702,1,0
24390,23553,1,2023-07-29,1,14,696,9408,41,40703,1,0
24391,23553,1,2023-08-13,1,14,696,9408,41,40704,1,0
24392,23553,1,2023-07-13,1,14,696,9408,41,40705,1,0
24393,23555,1,2023-02-08,1,14,693,9379,40,40707,1,0
24394,23555,1,2023-01-20,1,14,693,9379,40,40708,1,0
24395,23555,1,2023-02-27,1,14,693,9379,40,40709,1,0
24396,23556,2,2023-06-07,1,14,703,9488,40,40710,1,0
24397,23557,1,2023-08-16,1,14,698,9435,42,40711,1,0
24398,23558,1,2023-12-22,1,14,714,9652,42,40712,1,0
24399,23558,1,2023-12-12,1,14,714,9652,42,40713,1,0
24400,23559,1,2023-12-27,1,14,708,9557,41,40715,1,0
24401,23560,1,2023-06-30,1,14,690,9337,42,40716,1,0
24402,23561,1,2023-05-31,1,14,716,9684,40,40717,1,0
24403,23562,2,2023-05-23,1,14,701,9465,42,40718,1,0
24404,23563,1,2023-10-11,1,14,693,9374,41,40721,1,0
24405,23564,1,2023-10-13,1,14,697,9418,40,40723,1,0
24406,23565,1,2023-07-01,1,14,704,9499,40,40724,1,0
24407,23565,1,2023-07-11,1,14,704,9499,40,40725,1,0
24408,23568,1,2023-07-02,1,14,702,9476,42,40729,1,0
24409,23568,1,2023-06-22,1,14,702,9476,42,40731,1,0
24410,23570,1,2023-02-07,1,14,701,9466,42,40733,1,0
24411,23571,1,2023-10-15,1,14,712,9616,42,40734,1,0
24412,23572,1,2023-09-25,1,14,708,9554,42,40735,1,0
24413,23572,1,2023-10-03,1,14,708,9554,42,40736,1,0
24414,23572,1,2023-10-07,1,14,708,9554,42,40737,1,0
24415,23574,1,2023-04-14,1,14,697,9419,40,40739,1,0
24416,23575,1,2023-03-29,1,14,691,9349,40,40740,1,0
24417,23575,1,2023-05-13,1,14,691,9349,40,40741,1,0
24418,23575,1,2023-05-05,1,14,691,9349,40,40742,1,0
24419,23575,2,2023-05-08,1,14,691,9349,40,40743,1,0
24420,23576,1,2023-01-24,1,14,709,9573,40,40744,1,0
24421,23576,1,2023-01-06,1,14,709,9573,40,40745,1,0
24422,23577,1,2023-03-27,1,14,705,9507,42,40746,1,0
24423,23578,1,2023-11-23,1,14,716,9680,40,40747,1,0
24424,23580,2,2023-03-15,1,14,691,9350,40,40749,1,0
24425,23581,1,2023-11-11,1,14,704,9490,41,40750,1,0
24426,23581,1,2023-10-17,1,14,704,9490,41,40753,1,0
24427,23582,1,2023-03-19,1,14,715,9666,42,40756,1,0
24428,23583,1,2023-10-24,1,14,699,9442,42,40759,1,0
24429,23584,1,2023-03-28,1,14,699,9438,41,40761,1,0
24430,23585,2,2024-01-04,1,14,702,9475,41,40762,1,0
24431,23585,1,2024-01-18,1,14,702,9475,41,40763,1,0
24432,23586,1,2023-08-17,1,14,710,9591,40,40764,1,0
24433,23587,1,2023-04-09,1,14,700,9455,42,40765,1,0
24434,23587,1,2023-05-05,1,14,700,9455,42,40767,1,0
24435,23588,1,2023-04-12,1,14,688,9320,40,40769,1,0
24436,23589,1,2023-05-15,1,14,699,9444,42,40770,1,0
24437,23590,1,2023-07-30,1,14,689,9328,41,40772,1,0
24438,23595,1,2023-09-01,1,14,697,9425,42,40779,1,0
24439,23597,1,2023-12-24,1,14,701,9468,41,40781,1,0
24440,23598,1,2023-08-21,1,14,695,9400,41,40782,1,0
