CSID,CaseMasterID,csdate,cstype,PolicePersonID
18110,19685,2025-05-03 04:17:00,A,7657
18111,19686,2025-05-25 11:09:00,A,7543
18112,19689,2025-08-25 11:03:00,A,7872
18113,19691,2025-09-27 00:57:00,A,7604
18114,19693,2025-12-29 07:20:00,C,7629
18115,19694,2026-01-02 15:26:00,A,7815
18116,19695,2025-05-26 06:22:00,C,7571
18117,19698,2025-12-01 02:27:00,C,7801
18118,19699,2026-03-24 09:33:00,A,7526
18119,19700,2025-09-01 03:29:00,A,7649
18120,19701,2025-11-06 04:28:00,C,7839
18121,19702,2026-05-04 05:05:00,B,7464
18122,19703,2026-04-10 03:08:00,A,7939
18123,19705,2025-06-04 23:34:00,A,7517
18124,19706,2025-08-18 09:45:00,A,7839
18125,19707,2025-08-19 13:55:00,A,7499
18126,19708,2025-10-27 05:15:00,A,7740
18127,19711,2025-12-04 02:34:00,C,7907
18128,19712,2025-03-12 03:46:00,A,7823
18129,19713,2025-09-26 10:01:00,A,7860
18130,19714,2025-04-24 01:23:00,A,7769
18131,19715,2025-10-07 21:05:00,C,7490
18132,19716,2025-11-13 21:45:00,A,7474
18133,19717,2026-05-14 04:33:00,A,7447
18134,19718,2025-06-21 13:35:00,C,7848
18135,19720,2025-07-12 10:42:00,C,7695
18136,19722,2026-04-17 01:02:00,A,7912
18137,19723,2025-09-04 00:00:00,A,7729
18138,19726,2025-12-23 11:09:00,A,7798
18139,19728,2025-10-08 10:14:00,A,7939
18140,19729,2025-03-11 02:14:00,A,7607
18141,19731,2026-01-01 22:36:00,C,7478
18142,19732,2026-04-13 07:26:00,C,7725
18143,19733,2025-06-25 13:23:00,A,7776
18144,19734,2025-07-27 09:07:00,B,7504
18145,19736,2025-06-13 04:50:00,C,7656
18146,19737,2025-11-08 00:59:00,C,7613
18147,19739,2026-04-14 11:21:00,A,7474
18148,19740,2026-02-05 00:40:00,A,7917
18149,19741,2025-10-28 08:24:00,A,7708
18150,19742,2025-06-07 18:14:00,A,7921
18151,19743,2025-07-08 12:47:00,A,7535
18152,19745,2025-11-12 15:34:00,A,7451
18153,19746,2026-06-18 20:00:00,A,7631
18154,19747,2025-05-15 07:28:00,A,7571
18155,19748,2025-03-16 01:57:00,A,7524
18156,19750,2025-06-22 00:02:00,A,7655
18157,19751,2025-06-05 10:54:00,A,7606
18158,19752,2025-12-28 04:53:00,A,7594
18159,19754,2026-01-09 16:37:00,A,7951
18160,19755,2025-10-09 05:04:00,A,7418
18161,19756,2025-07-30 22:05:00,C,7506
18162,19758,2025-11-08 03:23:00,A,7524
18163,19759,2026-03-21 12:25:00,A,7774
18164,19763,2025-04-24 13:48:00,C,7599
18165,19764,2026-07-22 23:18:00,C,7780
18166,19765,2025-03-17 22:08:00,A,7441
18167,19766,2025-07-31 10:47:00,A,7696
18168,19767,2025-04-27 16:40:00,A,7788
18169,19768,2026-05-25 13:31:00,C,7713
18170,19769,2025-06-26 11:07:00,A,7663
18171,19770,2025-04-17 06:19:00,A,7529
18172,19771,2025-07-25 23:09:00,A,7691
18173,19772,2025-10-27 14:18:00,A,7774
18174,19773,2025-08-28 06:42:00,A,7640
18175,19774,2025-07-12 07:20:00,A,7906
18176,19775,2025-12-22 22:08:00,A,7802
18177,19777,2026-03-01 03:11:00,A,7693
18178,19780,2026-03-15 08:19:00,A,7679
18179,19781,2026-01-18 08:50:00,C,7525
18180,19782,2025-08-28 08:07:00,A,7828
18181,19785,2025-06-14 20:23:00,A,7875
18182,19786,2025-09-09 13:23:00,A,7933
18183,19787,2025-06-14 11:22:00,A,7785
18184,19790,2026-01-17 03:27:00,C,7864
18185,19792,2025-09-04 20:57:00,C,7903
18186,19794,2025-07-26 02:37:00,A,7469
18187,19796,2026-05-15 08:13:00,A,7872
18188,19799,2025-08-26 21:47:00,C,7572
18189,19800,2025-06-27 11:04:00,C,7875
18190,19801,2025-09-13 23:43:00,A,7424
18191,19802,2025-09-23 07:07:00,A,7728
18192,19803,2026-03-29 19:56:00,A,7451
18193,19804,2025-09-03 21:42:00,A,7623
18194,19805,2026-01-13 05:29:00,B,7925
18195,19806,2025-06-07 20:45:00,A,7530
18196,19807,2025-07-05 13:01:00,C,7746
18197,19808,2025-10-20 04:14:00,C,7849
18198,19810,2025-04-16 21:53:00,C,7674
18199,19812,2025-10-07 22:05:00,C,7465
18200,19813,2025-10-16 00:17:00,A,7527
18201,19814,2025-11-07 15:04:00,A,7712
18202,19815,2026-06-11 20:07:00,A,7516
18203,19816,2025-12-14 12:12:00,A,7534
18204,19817,2025-10-24 01:10:00,C,7915
18205,19818,2025-03-18 02:09:00,C,7667
18206,19820,2025-03-23 19:25:00,A,7954
18207,19821,2025-11-05 23:17:00,A,7927
18208,19822,2026-03-20 14:10:00,C,7934
18209,19823,2025-10-13 07:41:00,A,7838
18210,19827,2025-11-04 02:13:00,A,7873
18211,19829,2025-08-14 01:21:00,B,7853
18212,19830,2025-05-10 16:41:00,A,7517
18213,19831,2025-08-07 00:43:00,A,7872
18214,19832,2026-01-04 18:43:00,A,7941
18215,19833,2025-03-31 13:02:00,C,7485
18216,19834,2026-06-26 09:44:00,A,7459
18217,19835,2025-04-16 23:05:00,A,7824
18218,19837,2025-11-30 23:23:00,C,7531
18219,19838,2025-09-28 07:15:00,A,7720
18220,19842,2025-12-14 17:52:00,A,7572
18221,19844,2025-10-19 21:45:00,A,7849
18222,19845,2025-07-10 16:04:00,A,7899
18223,19846,2025-09-07 20:02:00,A,7436
18224,19847,2025-12-20 18:48:00,A,7882
18225,19848,2025-11-29 20:47:00,C,7767
18226,19850,2025-07-18 01:34:00,C,7682
18227,19851,2026-01-16 01:03:00,C,7713
18228,19852,2026-04-10 09:21:00,A,7585
18229,19853,2025-09-02 06:40:00,C,7938
18230,19854,2025-09-07 10:35:00,A,7515
18231,19855,2025-04-25 15:09:00,A,7649
18232,19856,2025-10-23 11:56:00,C,7899
18233,19857,2025-05-02 09:52:00,A,7632
18234,19858,2025-09-17 17:40:00,A,7772
18235,19860,2025-12-14 23:19:00,C,7853
18236,19861,2025-10-24 21:31:00,A,7601
18237,19862,2026-04-01 17:16:00,B,7776
18238,19863,2026-03-16 04:30:00,A,7681
18239,19866,2026-05-15 07:27:00,A,7688
18240,19868,2025-11-01 06:27:00,A,7648
18241,19874,2025-04-22 10:59:00,C,7443
18242,19875,2025-08-07 00:05:00,A,7882
18243,19876,2025-11-01 07:14:00,A,7857
18244,19877,2026-06-19 05:26:00,C,7896
18245,19878,2025-10-29 17:15:00,A,7915
18246,19879,2026-02-22 21:50:00,C,7809
18247,19880,2026-02-05 22:47:00,C,7778
18248,19881,2025-12-01 18:38:00,A,7551
18249,19882,2025-09-06 03:31:00,A,7701
18250,19884,2026-01-04 15:21:00,B,7541
18251,19886,2025-09-25 22:15:00,A,7483
18252,19888,2025-08-19 15:03:00,A,7825
18253,19889,2025-08-15 23:21:00,B,7882
18254,19890,2026-04-05 22:13:00,A,7471
18255,19891,2026-05-01 03:32:00,B,7548
18256,19892,2025-05-18 08:04:00,A,7819
18257,19893,2025-08-14 21:32:00,B,7607
18258,19895,2025-04-17 02:56:00,C,7853
18259,19896,2026-01-13 21:57:00,A,7626
18260,19897,2025-10-07 21:31:00,A,7676
18261,19900,2026-04-01 04:58:00,C,7634
18262,19902,2025-11-12 16:14:00,A,7425
18263,19903,2025-09-16 00:07:00,A,7537
18264,19904,2026-05-08 16:53:00,A,7590
18265,19905,2025-12-21 18:30:00,A,7766
18266,19907,2026-04-30 12:36:00,C,7514
18267,19908,2026-02-06 16:58:00,A,7777
18268,19909,2025-11-30 16:30:00,B,7481
18269,19910,2025-12-07 14:00:00,A,7909
18270,19911,2026-05-14 10:49:00,A,7623
18271,19913,2025-12-25 05:27:00,A,7600
18272,19916,2025-10-10 21:48:00,A,7523
18273,19917,2025-10-19 03:09:00,A,7864
18274,19918,2026-01-09 00:35:00,A,7492
18275,19919,2025-09-21 17:08:00,A,7467
18276,19920,2026-04-25 09:17:00,A,7690
18277,19921,2025-08-04 08:35:00,C,7439
18278,19922,2025-08-29 05:21:00,A,7682
18279,19923,2025-07-27 00:41:00,A,7885
18280,19924,2026-03-08 00:45:00,A,7847
18281,19925,2026-05-04 16:48:00,A,7447
18282,19926,2025-12-13 17:37:00,A,7781
18283,19928,2025-12-13 23:07:00,A,7877
18284,19929,2025-11-21 00:08:00,C,7820
18285,19930,2026-05-11 07:10:00,A,7953
18286,19931,2025-05-28 21:27:00,C,7456
18287,19932,2025-08-24 23:23:00,A,7706
18288,19933,2026-06-14 02:32:00,A,7742
18289,19934,2025-08-29 22:04:00,C,7849
18290,19935,2025-07-20 23:13:00,A,7952
18291,19936,2025-07-14 02:26:00,C,7416
18292,19937,2025-12-07 09:24:00,A,7478
18293,19938,2026-04-11 00:13:00,A,7435
18294,19940,2025-07-17 04:06:00,B,7422
18295,19941,2025-04-08 20:30:00,A,7468
18296,19942,2025-07-22 19:43:00,A,7500
18297,19943,2025-09-05 23:35:00,A,7905
18298,19944,2026-03-05 17:39:00,C,7484
18299,19945,2026-07-27 14:01:00,C,7938
18300,19946,2025-12-27 08:18:00,A,7466
18301,19950,2025-11-15 14:31:00,C,7695
18302,19951,2026-02-10 15:22:00,A,7586
18303,19955,2025-08-25 00:32:00,C,7791
18304,19957,2025-06-02 17:43:00,A,7831
18305,19958,2025-11-11 06:27:00,C,7482
18306,19960,2025-07-29 16:40:00,A,7631
18307,19962,2026-04-22 01:20:00,A,7455
18308,19964,2025-07-22 23:06:00,A,7635
18309,19965,2025-09-19 15:27:00,B,7887
18310,19966,2026-02-18 06:31:00,A,7879
18311,19967,2026-03-16 19:41:00,C,7872
18312,19969,2026-01-04 07:57:00,B,7810
18313,19972,2025-12-05 10:31:00,A,7854
18314,19973,2026-02-19 06:27:00,A,7518
18315,19974,2025-10-14 00:53:00,A,7651
18316,19975,2025-07-20 07:44:00,A,7842
18317,19977,2026-01-10 01:19:00,B,7585
18318,19978,2025-10-29 11:20:00,A,7923
18319,19979,2025-10-23 20:39:00,A,7878
18320,19982,2026-02-15 05:47:00,A,7623
18321,19984,2025-08-30 03:33:00,C,7772
18322,19985,2025-06-18 01:12:00,A,7831
18323,19986,2026-01-15 20:05:00,C,7682
18324,19988,2026-05-10 21:12:00,A,7915
18325,19990,2025-08-28 09:09:00,C,7495
18326,19991,2025-12-19 22:16:00,C,7557
18327,19992,2025-06-21 04:07:00,A,7585
18328,19993,2025-07-16 04:28:00,C,7954
18329,19995,2025-12-28 21:21:00,C,7627
18330,19996,2025-11-20 05:42:00,A,7752
18331,19997,2025-07-18 06:04:00,C,7858
18332,19998,2025-06-06 01:24:00,A,7582
18333,19999,2025-12-30 06:19:00,A,7845
18334,20000,2026-04-03 16:19:00,B,7474
18335,20001,2025-11-28 12:40:00,A,7742
18336,20002,2026-02-27 03:23:00,C,7437
18337,20004,2025-03-28 11:06:00,A,7956
18338,20005,2026-02-27 06:52:00,C,7758
18339,20006,2026-06-18 15:39:00,C,7780
18340,20007,2025-11-14 22:15:00,C,7531
18341,20008,2026-02-17 07:23:00,A,7944
18342,20009,2026-01-31 06:01:00,A,7448
18343,20010,2025-09-09 23:52:00,C,7692
18344,20012,2025-10-13 19:41:00,A,7804
18345,20013,2025-11-27 12:04:00,A,7614
18346,20014,2025-09-02 00:32:00,B,7738
18347,20015,2026-02-11 03:40:00,A,7448
18348,20019,2026-01-31 09:59:00,A,7645
18349,20026,2025-03-22 14:15:00,C,7880
18350,20027,2025-06-09 18:22:00,A,7691
18351,20028,2026-01-07 02:59:00,A,7750
18352,20029,2026-01-30 12:40:00,C,7452
18353,20030,2025-08-12 20:17:00,A,7948
18354,20031,2026-02-24 23:20:00,A,7573
18355,20032,2026-03-25 01:17:00,A,7640
18356,20033,2026-03-10 18:19:00,A,7886
18357,20035,2025-10-18 20:52:00,A,7531
18358,20036,2026-02-20 22:00:00,A,7719
18359,20038,2025-04-27 22:13:00,A,7470
18360,20040,2025-10-18 10:02:00,C,7696
18361,20042,2026-02-18 07:31:00,A,7445
18362,20043,2025-09-25 20:42:00,C,7560
18363,20044,2025-05-11 09:49:00,A,7505
18364,20046,2025-07-18 00:19:00,A,7791
18365,20047,2025-08-17 10:18:00,C,7471
18366,20050,2025-12-19 11:12:00,A,7810
18367,20051,2025-11-15 00:55:00,A,7744
18368,20052,2025-08-08 19:21:00,C,7727
18369,20053,2026-03-02 06:21:00,C,7913
18370,20054,2025-09-22 03:00:00,A,7581
18371,20055,2026-06-04 18:21:00,A,7900
18372,20056,2025-07-23 13:31:00,A,7779
18373,20057,2026-01-03 14:39:00,A,7582
18374,20058,2025-08-26 06:33:00,A,7662
18375,20059,2025-11-11 15:35:00,C,7753
18376,20060,2026-04-18 23:30:00,C,7954
18377,20061,2026-04-19 08:15:00,A,7584
18378,20062,2026-06-01 10:02:00,A,7756
18379,20063,2025-07-16 18:08:00,A,7416
18380,20064,2025-12-14 16:44:00,C,7782
18381,20065,2025-09-20 20:46:00,A,7502
18382,20069,2025-08-29 03:55:00,C,7694
18383,20070,2025-11-05 23:58:00,C,7460
18384,20071,2025-09-30 13:46:00,A,7525
18385,20072,2025-11-17 16:03:00,C,7900
18386,20073,2025-12-09 19:38:00,A,7944
18387,20074,2025-11-11 19:18:00,A,7933
18388,20075,2025-07-09 18:41:00,C,7445
18389,20077,2025-10-20 17:09:00,A,7856
18390,20080,2025-05-30 03:31:00,A,7485
18391,20084,2025-11-15 12:29:00,A,7638
18392,20086,2026-02-27 14:51:00,A,7582
18393,20087,2025-04-26 17:27:00,C,7872
18394,20088,2025-07-23 22:00:00,C,7702
18395,20089,2025-10-06 18:08:00,A,7425
18396,20090,2026-06-03 16:06:00,A,7774
18397,20091,2025-12-18 06:20:00,A,7714
18398,20092,2025-05-11 05:22:00,A,7668
18399,20093,2025-09-24 13:06:00,A,7865
18400,20094,2025-09-14 03:22:00,C,7644
18401,20095,2023-11-03 00:41:00,C,8389
18402,20096,2024-09-22 12:03:00,C,8337
18403,20097,2023-10-04 09:28:00,A,8133
18404,20098,2024-04-21 06:31:00,A,8396
18405,20099,2023-12-05 08:34:00,A,8288
18406,20100,2023-12-05 01:02:00,C,8040
18407,20101,2023-12-17 15:14:00,C,8362
18408,20102,2024-03-24 09:56:00,C,8356
18409,20103,2023-09-28 00:45:00,C,8036
18410,20104,2023-12-10 11:42:00,A,8215
18411,20105,2024-01-12 18:18:00,C,7975
18412,20106,2023-08-24 04:21:00,A,8069
18413,20107,2023-09-19 01:07:00,A,8068
18414,20108,2024-01-03 17:17:00,A,8385
18415,20109,2023-12-02 22:44:00,C,8180
18416,20110,2023-08-21 05:01:00,B,8376
18417,20111,2023-08-12 02:09:00,C,8015
18418,20112,2023-10-22 17:12:00,C,8374
18419,20113,2023-07-27 10:09:00,A,8004
18420,20114,2024-05-24 01:48:00,B,8106
18421,20115,2024-08-28 13:42:00,A,8136
18422,20116,2023-11-21 20:05:00,C,8305
18423,20117,2023-06-03 10:23:00,A,8198
18424,20118,2023-10-05 00:14:00,C,8244
18425,20119,2023-10-18 07:18:00,C,8130
18426,20120,2024-05-18 02:09:00,C,8387
18427,20121,2023-08-15 11:27:00,A,8044
18428,20122,2023-08-15 23:08:00,C,8312
18429,20123,2023-12-13 16:59:00,A,8213
18430,20124,2023-02-28 10:06:00,A,8023
18431,20125,2023-06-08 22:52:00,A,8240
18432,20126,2024-05-10 00:14:00,A,8077
18433,20127,2023-11-06 23:41:00,A,8138
18434,20128,2023-08-05 03:50:00,A,8257
18435,20129,2023-07-08 03:45:00,C,8166
18436,20130,2023-08-31 11:22:00,A,8134
18437,20131,2023-10-07 13:56:00,A,8185
18438,20132,2023-10-22 09:40:00,C,8141
18439,20133,2023-07-25 12:44:00,A,8164
18440,20134,2024-05-13 01:00:00,A,7982
18441,20135,2023-05-30 04:32:00,A,8122
18442,20136,2024-09-04 16:21:00,A,8255
18443,20137,2023-11-28 01:12:00,B,8043
18444,20138,2023-12-04 22:26:00,A,8245
18445,20139,2023-12-09 02:30:00,A,8049
18446,20140,2023-12-13 00:51:00,A,7967
18447,20141,2023-10-01 03:35:00,B,8169
18448,20142,2023-12-17 06:56:00,C,8383
18449,20143,2023-11-12 01:29:00,A,8216
18450,20144,2023-12-02 04:27:00,A,8025
18451,20145,2024-04-02 08:20:00,C,8226
18452,20146,2024-08-27 11:29:00,A,8387
18453,20147,2023-08-06 21:13:00,A,8322
18454,20148,2023-09-17 19:32:00,A,8267
18455,20149,2023-12-13 13:18:00,C,8399
18456,20150,2023-11-11 08:19:00,A,8086
18457,20151,2024-03-02 03:52:00,A,8134
18458,20152,2024-03-07 08:47:00,A,8217
18459,20153,2023-08-10 17:22:00,A,8137
18460,20154,2024-02-22 16:28:00,A,8319
18461,20155,2023-07-06 10:46:00,A,8304
18462,20156,2023-04-28 05:19:00,A,8254
18463,20157,2024-05-19 18:52:00,A,8059
18464,20158,2024-02-02 06:07:00,C,8080
18465,20159,2024-01-07 01:41:00,B,7960
18466,20160,2024-01-19 12:56:00,A,8329
18467,20161,2024-04-18 05:06:00,A,8273
18468,20162,2024-05-29 04:57:00,C,8081
18469,20163,2024-02-08 09:04:00,C,8200
18470,20164,2023-11-20 03:55:00,A,8064
18471,20165,2023-12-21 02:28:00,C,8305
18472,20166,2023-11-27 17:52:00,A,8132
18473,20167,2023-11-22 04:38:00,A,8007
18474,20168,2024-03-17 04:00:00,C,8141
18475,20169,2023-02-13 00:08:00,A,8115
18476,20170,2023-04-12 20:11:00,A,8105
18477,20171,2024-08-26 22:59:00,C,7996
18478,20172,2023-12-11 12:59:00,A,8128
18479,20173,2023-02-21 05:05:00,A,8183
18480,20174,2023-10-21 19:55:00,A,8022
18481,20175,2023-07-28 16:40:00,A,8127
18482,20176,2024-01-20 01:43:00,A,8369
18483,20177,2023-11-02 05:43:00,A,7973
18484,20178,2023-07-03 18:22:00,A,7982
18485,20179,2024-02-25 04:53:00,C,8173
18486,20180,2023-10-24 06:45:00,A,8293
18487,20181,2024-10-22 00:09:00,A,8115
18488,20182,2024-01-27 00:12:00,A,8064
18489,20183,2023-11-06 07:08:00,B,8169
18490,20184,2024-01-13 10:42:00,A,8264
18491,20185,2023-05-02 20:36:00,A,7981
18492,20186,2024-01-23 04:45:00,A,8382
18493,20187,2023-09-10 04:49:00,A,8343
18494,20188,2024-03-29 01:48:00,A,7999
18495,20189,2023-06-07 21:35:00,A,8339
18496,20190,2023-08-29 11:36:00,C,8192
18497,20191,2024-02-23 02:29:00,A,8367
18498,20192,2023-07-23 03:31:00,A,8168
18499,20193,2023-10-13 08:07:00,A,8012
18500,20194,2024-06-10 08:44:00,C,8242
18501,20195,2024-08-30 23:56:00,A,8094
18502,20196,2024-08-23 21:35:00,A,8312
18503,20197,2023-03-13 17:33:00,C,7987
18504,20198,2023-07-27 15:11:00,A,8184
18505,20199,2024-07-08 03:22:00,A,8005
18506,20200,2024-05-25 13:10:00,A,8346
18507,20201,2023-11-11 04:35:00,A,8109
18508,20202,2023-07-14 10:27:00,A,8295
18509,20203,2024-09-10 21:27:00,A,8028
18510,20204,2023-11-28 00:05:00,A,8372
18511,20205,2023-12-14 06:29:00,A,8115
18512,20206,2024-05-11 05:14:00,A,8241
18513,20207,2024-02-24 08:47:00,A,8114
18514,20208,2023-10-16 12:16:00,A,8166
18515,20209,2024-08-24 13:54:00,A,8187
18516,20210,2023-06-11 06:58:00,C,8083
18517,20211,2024-04-11 07:16:00,A,8382
18518,20212,2023-11-19 23:43:00,B,8370
18519,20213,2023-07-09 14:56:00,C,8069
18520,20214,2023-11-20 19:23:00,A,8314
18521,20215,2023-10-06 03:44:00,A,8214
18522,20216,2024-01-27 10:15:00,A,8163
18523,20217,2024-09-02 15:13:00,A,8112
18524,20218,2024-02-06 11:20:00,A,8372
18525,20219,2023-10-19 07:48:00,A,8280
18526,20220,2023-05-21 23:31:00,A,7983
18527,20221,2024-02-16 08:13:00,A,8334
18528,20222,2024-05-29 08:45:00,C,8145
18529,20223,2024-01-02 01:29:00,A,8271
18530,20224,2023-07-25 01:54:00,A,8221
18531,20225,2023-12-17 19:17:00,A,8268
18532,20226,2024-07-07 11:20:00,C,8195
18533,20227,2023-08-25 05:05:00,A,8063
18534,20228,2023-12-22 11:23:00,A,8185
18535,20229,2023-09-25 16:04:00,A,8034
18536,20230,2023-08-16 11:40:00,A,8032
18537,20231,2023-09-17 15:39:00,A,8325
18538,20232,2023-10-31 17:00:00,A,8312
18539,20233,2023-10-23 16:12:00,A,7995
18540,20234,2023-07-21 04:39:00,A,8222
18541,20235,2024-04-08 19:07:00,A,8055
18542,20236,2023-03-31 02:31:00,A,8401
18543,20237,2024-07-21 08:53:00,C,8355
18544,20238,2024-01-28 13:54:00,C,8135
18545,20239,2024-01-29 05:51:00,A,8130
18546,20240,2024-02-25 19:38:00,A,8092
18547,20241,2023-09-09 00:54:00,C,8355
18548,20242,2023-09-29 21:58:00,A,8130
18549,20243,2023-09-02 20:13:00,C,8376
18550,20244,2023-08-14 04:11:00,C,8101
18551,20245,2024-04-07 12:17:00,A,8005
18552,20246,2024-01-03 12:33:00,A,8277
18553,20247,2023-07-11 16:51:00,A,8314
18554,20248,2023-12-27 00:26:00,A,7973
18555,20249,2023-05-20 02:54:00,A,8338
18556,20250,2024-03-03 04:21:00,C,8112
18557,20251,2024-04-26 19:37:00,A,8258
18558,20252,2024-02-22 05:16:00,A,8242
18559,20253,2023-05-13 12:07:00,A,8207
18560,20254,2024-06-27 10:28:00,C,8335
18561,20255,2023-10-19 09:50:00,A,8249
18562,20256,2024-06-29 05:38:00,C,8069
18563,20257,2023-12-02 06:40:00,A,7997
18564,20258,2023-06-08 09:30:00,C,8075
18565,20259,2024-05-26 23:28:00,A,8118
18566,20260,2023-08-26 02:26:00,A,8114
18567,20261,2024-07-15 02:25:00,A,7985
18568,20262,2024-03-09 14:07:00,A,8095
18569,20263,2024-06-01 20:21:00,A,8260
18570,20264,2024-01-05 04:28:00,A,8203
18571,20265,2023-11-21 15:49:00,B,7979
18572,20266,2024-02-06 15:59:00,C,8258
18573,20267,2023-09-04 04:50:00,A,8266
18574,20268,2023-07-09 10:15:00,C,8012
18575,20269,2023-09-07 00:48:00,B,8175
18576,20270,2023-11-11 21:37:00,A,8349
18577,20271,2024-04-24 03:36:00,C,8087
18578,20272,2023-07-08 02:31:00,C,8242
18579,20273,2023-03-20 23:13:00,A,8311
18580,20274,2024-09-04 04:45:00,A,8210
18581,20275,2024-03-21 00:41:00,A,8398
18582,20276,2024-07-05 07:12:00,A,8142
18583,20277,2023-07-09 10:42:00,B,7970
18584,20278,2023-09-30 20:40:00,A,8114
18585,20279,2024-01-15 23:33:00,A,8236
18586,20280,2023-09-14 15:48:00,A,8154
18587,20281,2024-02-21 00:23:00,A,8017
18588,20282,2024-03-20 22:42:00,A,8211
18589,20283,2024-03-03 01:11:00,C,8181
18590,20284,2024-01-18 06:02:00,A,8036
18591,20285,2024-08-02 22:21:00,A,7967
18592,20286,2024-03-01 15:19:00,A,8318
18593,20287,2024-04-14 01:52:00,C,8034
18594,20288,2024-04-06 11:39:00,A,8358
18595,20289,2024-02-22 23:35:00,C,8226
18596,20290,2023-03-09 00:52:00,C,8079
18597,20291,2023-10-24 04:05:00,A,8347
18598,20292,2023-05-31 08:16:00,B,8211
18599,20293,2024-01-23 12:22:00,C,8028
18600,20294,2024-06-01 10:22:00,C,8358
18601,20295,2024-09-28 20:32:00,C,8333
18602,20296,2023-07-05 17:35:00,A,8395
18603,20297,2023-05-30 23:59:00,C,8232
18604,20298,2024-03-04 19:33:00,C,8059
18605,20299,2024-01-24 20:24:00,A,7990
18606,20300,2024-06-23 13:56:00,C,8009
18607,20301,2024-04-08 23:37:00,A,8247
18608,20302,2023-11-05 01:08:00,B,8302
18609,20303,2024-03-02 03:44:00,A,8181
18610,20304,2023-08-28 09:05:00,A,8042
18611,20305,2023-07-14 23:19:00,C,8039
18612,20306,2023-10-07 04:15:00,C,8179
18613,20307,2023-09-21 02:10:00,C,8346
18614,20308,2023-11-05 16:08:00,A,8407
18615,20309,2023-06-13 20:32:00,A,8384
18616,20310,2023-10-08 09:47:00,A,7976
18617,20311,2023-09-21 12:06:00,A,8207
18618,20312,2023-05-27 20:07:00,A,8332
18619,20313,2023-05-12 14:22:00,A,8390
18620,20314,2023-08-02 22:26:00,A,7960
18621,20315,2023-09-09 17:45:00,C,8180
18622,20316,2023-12-11 13:36:00,C,8335
18623,20317,2023-10-06 19:53:00,A,8151
18624,20318,2024-06-25 11:11:00,A,8131
18625,20319,2024-01-29 01:36:00,A,8282
18626,20320,2024-04-13 04:15:00,C,8058
18627,20321,2024-03-12 23:34:00,A,8009
18628,20322,2024-03-11 22:59:00,A,8403
18629,20323,2023-10-10 14:20:00,A,8157
18630,20324,2024-02-15 22:15:00,C,8271
18631,20325,2023-07-03 17:58:00,A,8343
18632,20326,2024-07-12 20:09:00,C,8110
18633,20327,2023-10-11 03:26:00,A,8058
18634,20328,2024-05-19 15:28:00,C,8143
18635,20329,2024-08-15 23:07:00,A,8348
18636,20330,2024-08-14 00:46:00,A,8219
18637,20331,2023-09-03 01:54:00,A,8231
18638,20332,2023-12-25 03:28:00,A,8048
18639,20333,2024-02-21 00:56:00,A,8407
18640,20334,2023-10-28 12:42:00,A,8195
18641,20335,2024-02-21 18:48:00,C,8309
18642,20336,2024-01-09 02:04:00,C,8007
18643,20337,2023-12-21 04:16:00,C,8201
18644,20338,2023-10-17 17:44:00,C,8271
18645,20339,2024-01-27 17:02:00,A,8129
18646,20340,2024-02-17 01:55:00,C,8106
18647,20341,2023-12-28 06:12:00,C,8268
18648,20342,2023-03-07 04:39:00,C,8111
18649,20343,2023-06-20 09:33:00,A,8268
18650,20344,2023-11-17 23:40:00,C,8272
18651,20345,2023-09-21 19:11:00,A,8333
18652,20346,2023-05-14 08:53:00,A,8384
18653,20347,2023-11-14 21:23:00,B,8233
18654,20348,2023-08-08 20:15:00,A,8170
18655,20349,2023-12-21 03:33:00,A,8030
18656,20350,2024-03-19 05:24:00,C,8133
18657,20351,2023-11-18 19:17:00,C,7998
18658,20352,2023-08-27 05:40:00,A,8079
18659,20353,2023-12-04 17:34:00,A,8311
18660,20354,2024-03-08 16:45:00,C,8163
18661,20355,2023-07-21 23:46:00,C,7976
18662,20356,2023-07-26 05:45:00,C,8138
18663,20357,2023-09-07 04:43:00,A,8320
18664,20358,2023-09-04 21:11:00,C,8256
18665,20359,2023-12-20 01:59:00,C,7992
18666,20360,2024-02-01 21:55:00,A,8334
18667,20361,2023-08-05 23:19:00,C,8297
18668,20362,2023-11-24 23:44:00,C,8386
18669,20363,2024-03-11 10:31:00,A,8334
18670,20364,2023-10-26 00:50:00,A,8005
18671,20365,2023-12-01 09:47:00,C,8128
18672,20366,2023-07-20 14:04:00,C,8390
18673,20367,2024-01-29 09:02:00,A,8019
18674,20368,2023-12-19 10:38:00,A,8204
18675,20369,2023-09-11 22:48:00,B,8310
18676,20370,2023-12-20 22:33:00,A,8017
18677,20371,2023-06-19 07:46:00,A,7964
18678,20372,2024-01-18 16:07:00,A,8196
18679,20373,2024-01-27 13:40:00,A,8343
18680,20374,2023-12-28 07:47:00,A,8097
18681,20375,2023-05-08 07:51:00,A,8312
18682,20376,2023-09-30 20:28:00,C,8108
18683,20377,2023-12-19 03:19:00,C,8343
18684,20378,2024-04-07 10:39:00,A,8280
18685,20379,2023-10-21 06:47:00,A,7988
18686,20380,2023-08-27 00:57:00,A,8399
18687,20381,2024-05-10 01:43:00,A,7968
18688,20382,2023-09-06 20:22:00,C,8399
18689,20383,2023-08-12 19:18:00,A,8239
18690,20384,2023-06-09 19:17:00,A,8000
18691,20385,2023-10-24 04:33:00,A,8153
